NAME	DESCRIPTION	RootControl12h	RootControl24h	RootControl6h	RootPA0112h	RootPA0124h	RootPA016h
AT4G38180	FRS5@Protein FAR1-RELATED SEQUENCE 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZL8]	0.0	39.88	0.0	0.0	0.0	0.0
AT4G38200	BIG1@Brefeldin A-inhibited guanine nucleotide-exchange protein 1 [Source:UniProtKB/Swiss-Prot;Acc:F4JSZ5]	42.0	0.0	20.99	21.07	21.93	41.72
AT4G38220	NA@Peptidase M20/M25/M40 family protein [Source:UniProtKB/TrEMBL;Acc:F4JTK8]	0.0	78.74	74.27	0.0	155.75	74.0
AT4G38240	GNTI@Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase [Source:UniProtKB/Swiss-Prot;Acc:Q9XGM8]	69.63	0.0	69.22	0.0	0.0	0.0
AT4G38270	GAUT3@Hexosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8Q6G8]	53.77	0.0	53.55	0.0	0.0	0.0
AT4G38320	HHP5@Heptahelical transmembrane protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVF3]	173.44	0.0	0.0	87.43	0.0	0.0
AT4G38350	NA@Patched family protein [Source:UniProtKB/TrEMBL;Acc:F4JTN1]	27.34	0.0	81.92	0.0	0.0	27.15
AT4G38360	LAZ1@LAZ1 [Source:UniProtKB/TrEMBL;Acc:A0A178UWL9]	0.0	0.0	188.52	0.0	65.84	62.58
AT4G38420	sks9@Putative pectinesterase [Source:UniProtKB/TrEMBL;Acc:Q8VYB3]	0.0	0.0	0.0	0.0	62.44	0.0
AT4G38440	IYO@Transcriptional elongation regulator MINIYO [Source:UniProtKB/Swiss-Prot;Acc:Q8GYU3]	24.47	0.0	0.0	0.0	25.55	0.0
AT4G38460	GGR@Heterodimeric geranylgeranyl pyrophosphate synthase small subunit, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q39108]	93.66	93.05	0.0	0.0	0.0	0.0
AT4G38470	STY46@Serine/threonine-protein kinase STY46 [Source:UniProtKB/Swiss-Prot;Acc:F4JTP5]	149.9	141.73	350.22	50.5	49.5	0.0
AT4G38490	NA@Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q940H5]	0.0	195.39	0.0	0.0	0.0	0.0
AT4G38500	NA@AT4g38500/F20M13_60 [Source:UniProtKB/TrEMBL;Acc:Q94AV6]	0.0	0.0	49.4	0.0	0.0	49.16
AT4G38510	NA@ATPase, V1 complex, subunit B protein [Source:UniProtKB/TrEMBL;Acc:F4JTQ0]	142.26	70.73	212.12	180.8	74.12	70.44
AT4G38520	NA@APD6 [Source:UniProtKB/TrEMBL;Acc:A0A178UT21]	0.0	52.88	0.0	51.47	0.0	0.0
AT4G38540	MO2@Monooxygenase 2 [Source:UniProtKB/Swiss-Prot;Acc:O81816]	0.0	0.0	0.0	250.64	431.64	246.05
AT4G38545	NA@other RNA [Source:TAIR;Acc:AT4G38545]	0.0	112.19	111.85	0.0	0.0	0.0
AT4G38550	NA@Arabidopsis phospholipase-like protein (PEARLI 4) family [Source:TAIR;Acc:AT4G38550]	65.84	65.48	0.0	50.08	127.54	130.43
AT4G38580	HIPP26@HIPP26 [Source:UniProtKB/TrEMBL;Acc:A0A178V1F5]	133.72	0.0	143.7	0.0	151.36	0.0
AT4G38600	UPL3@E3 ubiquitin-protein ligase UPL3 [Source:UniProtKB/Swiss-Prot;Acc:Q6WWW4]	65.0	64.8	81.25	32.2	50.3	0.0
AT4G38620	MYB4@Transcription repressor MYB4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZP1]	81.1	80.61	0.0	0.0	84.47	0.0
AT4G38630	RPN10@RPN10 [Source:UniProtKB/TrEMBL;Acc:A0A178V4I4]	218.83	72.53	72.49	0.0	76.0	0.0
AT4G38640	NA@Plasma-membrane choline transporter family protein [Source:UniProtKB/TrEMBL;Acc:Q93YN6]	53.87	53.61	53.65	54.18	0.0	0.0
AT4G38660	NA@Pathogenesis-related thaumatin superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8VYN5]	94.89	0.0	94.08	0.0	0.0	0.0
AT4G38670	NA@Pathogenesis-related thaumatin superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8GYY3]	0.0	0.0	83.74	0.0	0.0	0.0
AT4G38680	CSP2@GRP2 [Source:UniProtKB/TrEMBL;Acc:A0A178UYV3]	209.69	0.0	69.49	211.15	72.84	69.22
AT4G38710	NA@glycine-rich protein [Source:TAIR;Acc:AT4G38710]	0.0	124.1	66.12	62.26	69.29	0.0
AT4G38740	CYP18-3@Peptidyl-prolyl cis-trans isomerase [Source:UniProtKB/TrEMBL;Acc:A0A178V2S8]	308.32	714.42	610.9	103.74	106.95	203.13
AT4G38760	NA@Protein of unknown function (DUF3414) [Source:TAIR;Acc:AT4G38760]	0.0	35.25	17.68	17.74	18.47	0.0
AT4G38790	NA@ER lumen protein retaining receptor family protein [Source:UniProtKB/TrEMBL;Acc:Q8LD89]	0.0	0.0	0.0	114.06	0.0	0.0
AT4G38800	MTN1@MTN1 [Source:UniProtKB/TrEMBL;Acc:A0A178UXV8]	108.73	107.95	107.65	0.0	0.0	214.83
AT4G38810	NA@Calcium-binding EF-hand family protein [Source:UniProtKB/TrEMBL;Acc:Q9T0I9]	0.0	68.72	0.0	0.0	0.0	83.62
AT4G38890	NA@tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like [Source:UniProtKB/Swiss-Prot;Acc:Q9T0J6]	0.0	0.0	49.78	0.0	0.0	0.0
AT4G38920	VHA-c3@V-type proton ATPase subunit c1 [Source:UniProtKB/Swiss-Prot;Acc:P0DH92]	502.48	299.42	298.75	304.28	104.59	297.99
AT4G38930	NA@Putative ubiquitin-dependent proteolytic protein [Source:UniProtKB/TrEMBL;Acc:Q9SVK0]	0.0	0.0	0.0	0.0	109.63	0.0
AT4G38932	NA@Potential natural antisense gene, locus overlaps with AT4G38930 [Source:TAIR;Acc:AT4G38932]	0.0	181.35	0.0	0.0	0.0	0.0
AT4G38940	NA@F-box/kelch-repeat protein At4g38940 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVJ9]	0.0	85.57	0.0	0.0	179.33	0.0
AT4G38960	NA@B-box type zinc finger family protein [Source:UniProtKB/TrEMBL;Acc:F4JUJ1]	85.83	0.0	0.0	0.0	0.0	0.0
AT4G38970	FBA2@Fructose-bisphosphate aldolase [Source:UniProtKB/TrEMBL;Acc:A0A178UW98]	0.0	81.76	81.67	0.0	0.0	0.0
AT4G39000	AtGH9B17@Endoglucanase 23 [Source:UniProtKB/Swiss-Prot;Acc:Q8GY58]	0.0	73.07	0.0	0.0	0.0	0.0
AT4G39030	DTX47@Protein DETOXIFICATION 47, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q945F0]	0.0	0.0	0.0	52.51	0.0	0.0
AT4G39040	NA@At4g39040 [Source:UniProtKB/TrEMBL;Acc:Q9SVI9]	112.55	0.0	0.0	0.0	0.0	0.0
AT4G39050	KIN7D@Kinesin-like protein KIN-7D, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8W5R5]	58.63	0.0	117.09	29.43	30.6	0.0
AT4G39070	BBX20@B-box zinc finger protein 20 [Source:UniProtKB/Swiss-Prot;Acc:Q0IGM7]	87.42	0.0	86.74	0.0	0.0	0.0
AT4G39080	VHA-A3@V-type proton ATPase subunit a3 [Source:UniProtKB/Swiss-Prot;Acc:Q8W4S4]	228.7	75.92	190.11	76.58	119.32	226.94
AT4G39090	RD19A@RD19A [Source:UniProtKB/TrEMBL;Acc:A0A178V006]	868.33	287.81	1006.87	728.78	527.78	573.19
AT4G39100	SHL@SHL1 [Source:UniProtKB/TrEMBL;Acc:A0A178UWF3]	0.0	0.0	0.0	0.0	0.0	78.68
AT4G39110	NA@Probable receptor-like protein kinase At4g39110 [Source:UniProtKB/Swiss-Prot;Acc:Q9T020]	0.0	0.0	35.38	0.0	0.0	0.0
AT4G39120	IMPL2@myo-inositol monophosphatase like 2 [Source:TAIR;Acc:AT4G39120]	0.0	124.97	0.0	0.0	0.0	0.0
AT4G39150	NA@AT4g39150/T22F8_50 [Source:UniProtKB/TrEMBL;Acc:Q9T024]	96.66	96.01	0.0	97.53	201.22	0.0
AT4G39160	NA@Homeodomain-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JVA4]	0.0	0.0	58.65	59.28	0.0	0.0
AT4G39170	SFH6@Phosphatidylinositol/phosphatidylcholine transfer protein SFH6 [Source:UniProtKB/Swiss-Prot;Acc:F4JVA6]	103.59	0.0	0.0	0.0	0.0	0.0
AT4G39190	NA@Nucleolar-like protein [Source:UniProtKB/TrEMBL;Acc:Q9T028]	0.0	0.0	0.0	0.0	0.0	87.59
AT4G39200	RPS25E@40S ribosomal protein S25-4 [Source:UniProtKB/Swiss-Prot;Acc:Q9T029]	549.22	715.77	216.91	0.0	315.75	299.55
AT4G39210	APL3@Glucose-1-phosphate adenylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A178US50]	0.0	0.0	0.0	0.0	68.08	0.0
AT4G39220	RER1A@Protein RER1A [Source:UniProtKB/Swiss-Prot;Acc:O48670]	0.0	135.25	134.64	0.0	0.0	134.51
AT4G39240	NA@F-box/kelch-repeat protein At4g39240 [Source:UniProtKB/Swiss-Prot;Acc:Q9T031]	0.0	0.0	83.55	0.0	0.0	0.0
AT4G39260	RBG8@GRP8 [Source:UniProtKB/TrEMBL;Acc:A0A384L218]	674.5	931.18	880.2	1185.21	814.41	606.61
AT4G39270	NA@Leucine-rich repeat protein kinase family protein [Source:UniProtKB/TrEMBL;Acc:Q9T033]	33.88	0.0	0.0	0.0	74.57	72.02
AT4G39280	NA@Phenylalanine--tRNA ligase alpha subunit, cytoplasmic [Source:UniProtKB/Swiss-Prot;Acc:Q9T034]	0.0	0.0	68.74	0.0	72.05	68.48
AT4G39300	NA@At4g39300 [Source:UniProtKB/TrEMBL;Acc:Q9T036]	0.0	0.0	0.0	0.0	128.89	0.0
AT4G39350	CESA2@CESA2 [Source:UniProtKB/TrEMBL;Acc:A0A384LAI4]	0.0	106.56	53.41	26.84	0.0	53.1
AT4G39370	UBP27@Ubiquitin-specific protease 27 [Source:UniProtKB/TrEMBL;Acc:F4JVD6]	0.0	62.65	0.0	0.0	0.0	0.0
AT4G39380	NA@BEST Arabidopsis thaliana protein match is: TSL-kinase interacting protein 1 (TAIR:AT2G36960.3); Ha. [Source:TAIR;Acc:AT4G39380]	0.0	0.0	0.0	0.0	60.64	0.0
AT4G39390	ATNST-KT1@UDP-rhamnose/UDP-galactose transporter 4 [Source:UniProtKB/Swiss-Prot;Acc:Q8RWW7]	0.0	140.55	73.62	0.0	0.0	0.0
AT4G39400	BRI1@Protein BRASSINOSTEROID INSENSITIVE 1 [Source:UniProtKB/Swiss-Prot;Acc:O22476]	25.92	25.83	25.89	26.02	54.13	51.48
AT4G39420	NA@unknown protein; Ha. [Source:TAIR;Acc:AT4G39420]	27.13	13.52	27.13	32.66	14.17	0.0
AT4G39460	SAMC1@SAMT1 [Source:UniProtKB/TrEMBL;Acc:A0A178UZZ4]	0.0	84.9	84.79	0.0	0.0	0.0
AT4G39520	DRG3@Developmentally-regulated G-protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVA6]	0.0	66.16	132.31	66.97	69.33	0.0
AT4G39540	SK2@Shikimate kinase 2 [Source:UniProtKB/TrEMBL;Acc:F4JW33]	111.4	0.0	0.0	0.0	0.0	0.0
AT4G39560	NA@F-box/kelch-repeat protein At4g39560 [Source:UniProtKB/Swiss-Prot;Acc:Q67XN8]	79.79	0.0	0.0	0.0	0.0	0.0
AT4G39570	NA@F-box/kelch-repeat protein At4g39570 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVA1]	0.0	0.0	78.78	0.0	0.0	0.0
AT4G39580	NA@F-box/kelch-repeat protein At4g39580 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVA0]	114.45	113.6	0.0	0.0	0.0	0.0
AT4G39640	GGT1@Glutathione hydrolase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYW6]	0.0	0.0	0.0	57.68	0.0	0.0
AT4G39660	AGT2@Alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q940M2]	63.05	188.17	62.73	0.0	0.0	0.0
AT4G39675	NA@At4g39675 [Source:UniProtKB/TrEMBL;Acc:Q8LEP7]	0.0	0.0	362.71	388.27	0.0	0.0
AT4G39680	NA@SAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:O65655]	48.8	0.0	45.82	0.0	50.9	0.0
AT4G39690	NA@AT4g39690/T19P19_80 [Source:UniProtKB/TrEMBL;Acc:Q9ASV5]	45.32	0.0	135.54	0.0	94.56	0.0
AT4G39720	NA@VQ motif-containing protein [Source:TAIR;Acc:AT4G39720]	0.0	0.0	111.73	114.06	0.0	0.0
AT4G39730	PLAT1@PLAT1 [Source:UniProtKB/TrEMBL;Acc:A0A178V098]	261.64	519.02	387.65	132.33	135.98	258.11
AT4G39780	ERF060@Ethylene-responsive transcription factor ERF060 [Source:UniProtKB/Swiss-Prot;Acc:O65665]	0.0	92.02	91.86	0.0	96.43	0.0
AT4G39800	IPS1@Inositol-3-phosphate synthase isozyme 1 [Source:UniProtKB/Swiss-Prot;Acc:P42801]	56.74	0.0	0.0	0.0	59.16	56.24
AT4G39820	NA@Tetratricopeptide repeat (TPR)-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:O65669]	68.06	0.0	0.0	68.53	0.0	0.0
AT4G39840	NA@Cell wall integrity/stress response component-like protein [Source:UniProtKB/TrEMBL;Acc:Q9SMR9]	0.0	0.0	0.0	0.0	60.61	0.0
AT4G39850	PXA1@Peroxisomal ABC transporter 1 [Source:UniProtKB/TrEMBL;Acc:F4JJ27]	0.0	23.44	0.0	23.6	22.32	23.06
AT4G39870	NA@TLD-domain containing nucleolar protein [Source:UniProtKB/TrEMBL;Acc:Q8GUN9]	0.0	0.0	0.0	0.0	78.68	0.0
AT4G39880	NA@At4g39880 [Source:UniProtKB/TrEMBL;Acc:Q9SMR5]	0.0	0.0	133.16	136.48	140.17	0.0
AT4G39890	RABH1C@RABH1c [Source:UniProtKB/TrEMBL;Acc:A0A178V1R4]	120.27	0.0	118.92	0.0	0.0	0.0
AT4G39900	NA@AT4g39900/T5J17_70 [Source:UniProtKB/TrEMBL;Acc:Q93VM6]	95.3	0.0	0.0	0.0	0.0	0.0
AT4G39910	UBP3@Ubiquitin carboxyl-terminal hydrolase 3 [Source:UniProtKB/Swiss-Prot;Acc:O24454]	0.0	0.0	71.21	72.15	74.65	141.89
AT4G39925	NA@AT hook motif DNA-binding family protein [Source:UniProtKB/TrEMBL;Acc:F4JJ40]	0.0	423.11	0.0	0.0	0.0	0.0
AT4G39940	APK2@Adenylyl-sulfate kinase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O49196]	0.0	88.5	0.0	0.0	185.47	176.19
AT4G39950	CYP79B2@cytochrome P450, family 79, subfamily B, polypeptide 2 [Source:TAIR;Acc:AT4G39950]	300.79	239.41	110.57	121.07	868.42	536.51
AT4G39952	PCMP-E98@Pentatricopeptide repeat-containing protein At4g39952, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q3E9N1]	0.0	0.0	0.0	44.44	0.0	0.0
AT4G39955	NA@Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q058J1]	0.0	0.0	0.0	344.76	89.03	0.0
AT4G39960	NA@AT4g39960/T5J17_130 [Source:UniProtKB/TrEMBL;Acc:Q940V1]	0.0	69.38	0.0	0.0	0.0	0.0
AT4G39980	DHS1@Phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P29976]	0.0	59.04	118.12	119.41	185.59	117.61
AT4G40000	NA@S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JJ52]	0.0	0.0	64.86	0.0	0.0	0.0
AT4G40010	SRK2F@Serine/threonine-protein kinase SRK2F [Source:UniProtKB/Swiss-Prot;Acc:Q9SMQ4]	0.0	0.0	0.0	86.88	0.0	0.0
AT4G40020	NA@Myosin heavy chain-related protein [Source:UniProtKB/TrEMBL;Acc:Q9SMQ3]	0.0	0.0	0.0	0.0	0.0	53.64
AT4G40030	NA@Histone superfamily protein [Source:UniProtKB/TrEMBL;Acc:A8MRL0]	425.18	702.52	173.42	0.0	183.03	520.64
AT4G40040	HTR8@Histone H3.3 [Source:UniProtKB/Swiss-Prot;Acc:P59169]	482.67	359.21	1014.49	487.88	1003.8	0.0
AT4G40050	NA@Signal transducer, putative (DUF3550/UPF0682) [Source:UniProtKB/TrEMBL;Acc:Q94BN1]	48.82	48.6	0.0	0.0	0.0	145.05
AT4G40060	ATHB-16@HB16 [Source:UniProtKB/TrEMBL;Acc:A0A178V0P3]	595.93	148.13	74.02	75.04	155.22	147.49
AT4G40065	NA@other RNA [Source:TAIR;Acc:AT4G40065]	120.13	0.0	0.0	0.0	0.0	0.0
AT4G40080	NA@At4g40080 [Source:UniProtKB/TrEMBL;Acc:A1A6G6]	0.0	178.15	0.0	0.0	0.0	93.33
AT4G40085	NA@other RNA [Source:TAIR;Acc:AT4G40085]	0.0	15.22	0.0	0.0	159.2	0.0
AT4G40090	AGP3@AGP3 [Source:UniProtKB/TrEMBL;Acc:A0A178USX4]	0.0	155.61	0.0	0.0	0.0	154.7
AT5G00870	NA@\N	0.0	0.0	770.99	0.0	0.0	0.0
AT5G01005	NA@\N	0.0	0.0	1281.31	0.0	0.0	0.0
AT5G01010	NA@CONTAINS InterPro DOMAIN/s: GOLD (InterPro:IPR009038); Ha. [Source:TAIR;Acc:AT5G01010]	75.47	0.0	73.08	0.0	131.45	218.41
AT5G01020	PBL8@Probable serine/threonine-protein kinase PBL8 [Source:UniProtKB/Swiss-Prot;Acc:Q8GXZ3]	66.16	0.0	0.0	0.0	0.0	0.0
AT5G01030	NA@Enolase, putative (DUF3527) [Source:UniProtKB/TrEMBL;Acc:Q9LFD3]	39.62	0.0	0.0	0.0	84.07	0.0
AT5G01040	LAC8@Laccase-8 [Source:UniProtKB/Swiss-Prot;Acc:Q9LFD2]	0.0	55.88	55.91	56.49	0.0	55.66
AT5G01090	NA@Concanavalin A-like lectin family protein [Source:UniProtKB/TrEMBL;Acc:Q9LFC7]	0.0	76.2	0.0	0.0	0.0	0.0
AT5G01160	NA@At5g01160 [Source:UniProtKB/TrEMBL;Acc:Q9LFC0]	69.01	0.0	68.61	0.0	0.0	0.0
AT5G01170	OPSL1@Protein OCTOPUS-like [Source:UniProtKB/Swiss-Prot;Acc:Q9LFB9]	0.0	55.56	55.59	0.0	116.44	55.35
AT5G01175	NA@other RNA [Source:TAIR;Acc:AT5G01175]	0.0	0.0	300.68	0.0	0.0	0.0
AT5G01210	NA@AT5g01210/F7J8_190 [Source:UniProtKB/TrEMBL;Acc:Q9LFB5]	0.0	0.0	0.0	0.0	69.8	0.0
AT5G01215	NA@other RNA [Source:TAIR;Acc:AT5G01215]	143.1	200.94	66.97	0.0	0.0	70.85
AT5G01220	SQD2@Sulfoquinovosyl transferase SQD2 [Source:UniProtKB/Swiss-Prot;Acc:Q8S4F6]	111.79	0.0	0.0	0.0	0.0	55.4
AT5G01225	NA@unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G09032.1); Ha. [Source:TAIR;Acc:AT5G01225]	0.0	0.0	0.0	0.0	236.75	0.0
AT5G01250	NA@Alpha 1,4-glycosyltransferase family protein [Source:UniProtKB/TrEMBL;Acc:Q9LFB1]	0.0	0.0	76.25	0.0	0.0	0.0
AT5G01255	NA@\N	0.0	0.0	0.0	0.0	698.49	0.0
AT5G01260	NA@Carbohydrate-binding-like fold [Source:UniProtKB/TrEMBL;Acc:Q9LFB0]	0.0	0.0	73.77	74.78	0.0	73.5
AT5G01270	CPL2@Carboxyl-terminal domain (Ctd) phosphatase-like 2 [Source:UniProtKB/TrEMBL;Acc:F4K802]	0.0	41.47	0.0	37.27	43.45	36.82
AT5G01290	NA@mRNA capping enzyme family protein [Source:UniProtKB/TrEMBL;Acc:Q8GSD7]	49.53	49.3	0.0	0.0	51.66	0.0
AT5G01310	APTX@APRATAXIN-like [Source:TAIR;Acc:AT5G01310]	0.0	0.0	0.0	0.0	0.0	47.52
AT5G01340	SFC1@Mitochondrial succinate-fumarate transporter 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9M038]	0.0	87.22	87.09	88.5	0.0	0.0
AT5G01350	NA@AT5g01350/T10O8_60 [Source:UniProtKB/TrEMBL;Acc:Q93W37]	0.0	0.0	138.58	0.0	145.92	0.0
AT5G01400	ESP4@HEAT repeat-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9M033]	23.18	0.0	72.8	24.38	0.0	24.12
AT5G01410	PDX13@Pyridoxal 5'-phosphate synthase subunit PDX1.3 [Source:UniProtKB/Swiss-Prot;Acc:Q8L940]	96.83	96.18	0.0	97.7	0.0	0.0
AT5G01430	NA@At3g49420 [Source:UniProtKB/TrEMBL;Acc:Q9SCL4]	136.57	0.0	134.81	276.41	0.0	134.68
AT5G01450	NA@APD2 [Source:UniProtKB/TrEMBL;Acc:A0A178U8I6]	0.0	0.0	0.0	0.0	0.0	61.97
AT5G01460	NA@LIMR family protein At5g01460 [Source:UniProtKB/Swiss-Prot;Acc:Q9M028]	0.0	0.0	49.85	0.0	52.18	0.0
AT5G01500	TAAC@Thylakoid ADP,ATP carrier protein, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M024]	0.0	75.19	0.0	0.0	0.0	0.0
AT5G01510	RUS5@Protein root UVB sensitive 5 [Source:UniProtKB/Swiss-Prot;Acc:B6IDH3]	0.0	54.69	0.0	0.0	0.0	0.0
AT5G01530	LHCB4.1@Chlorophyll a-b binding protein CP29.1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q07473]	89.28	0.0	0.0	0.0	92.96	0.0
AT5G01550	LECRKA4.2@lectin receptor kinase a4.1 [Source:TAIR;Acc:AT5G01550]	0.0	0.0	0.0	0.0	51.04	0.0
AT5G01590	TIC56@Protein TIC 56, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q7Y1W1]	59.53	59.23	0.0	0.0	0.0	59.0
AT5G01600	FER1@Ferritin-1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q39101]	87.49	0.0	86.81	0.0	364.4	86.54
AT5G01610	NA@Uncharacterized protein At5g01610 [Source:UniProtKB/Swiss-Prot;Acc:Q9M015]	0.0	157.19	0.0	0.0	0.0	0.0
AT5G01630	BRCA2B@Protein BREAST CANCER SUSCEPTIBILITY 2 homolog B [Source:UniProtKB/Swiss-Prot;Acc:Q7Y1C4]	0.0	0.0	0.0	29.12	30.28	0.0
AT5G01640	PRA1B5@PRA1 family protein [Source:UniProtKB/TrEMBL;Acc:A0A178UH31]	0.0	0.0	0.0	0.0	121.2	0.0
AT5G01650	NA@Tautomerase/MIF superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4K9G5]	0.0	201.93	0.0	0.0	0.0	0.0
AT5G01670	NA@NAD(P)-linked oxidoreductase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4K9G7]	0.0	88.5	0.0	0.0	0.0	0.0
AT5G01710	NA@Methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q9M005]	111.85	0.0	55.68	56.25	58.31	110.86
AT5G01720	FBL3@F-box/LRR-repeat protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8RWU5]	0.0	37.17	37.23	74.98	155.77	0.0
AT5G01730	SCAR4@Protein SCAR4 [Source:UniProtKB/Swiss-Prot;Acc:Q5XPJ6]	0.0	0.0	0.0	0.0	31.19	0.0
AT5G01740	NA@AT5g01740/T20L15_10 [Source:UniProtKB/TrEMBL;Acc:Q9LZX2]	0.0	0.0	0.0	0.0	0.0	157.17
AT5G01750	NA@Protein LURP-one-related 15 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZX1]	0.0	84.24	0.0	0.0	0.0	0.0
AT5G01765	NA@\N	305.84	0.0	0.0	0.0	0.0	0.0
AT5G01770	RAPTOR2@Regulatory-associated protein of TOR 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZW9]	0.0	0.0	0.0	22.31	0.0	0.0
AT5G01800	NA@AT5g01800/T20L15_70 [Source:UniProtKB/TrEMBL;Acc:Q9LZW6]	0.0	82.51	82.41	251.03	86.46	164.29
AT5G01810	CIPK15@CBL-interacting serine/threonine-protein kinase 15 [Source:UniProtKB/Swiss-Prot;Acc:P92937]	57.22	113.86	56.96	0.0	0.0	47.63
AT5G01820	CIPK14@CBL-interacting serine/threonine-protein kinase 14 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZW4]	53.37	0.0	106.31	53.68	55.66	105.82
AT5G01835	NA@\N	0.0	191.31	0.0	0.0	0.0	0.0
AT5G01840	OFP1@Transcription repressor OFP1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZW2]	101.34	0.0	100.41	0.0	0.0	0.0
AT5G01850	NA@Protein kinase superfamily protein [Source:TAIR;Acc:AT5G01850]	61.87	64.17	0.0	0.0	134.48	0.0
AT5G01890	PXC2@Leucine-rich repeat receptor-like protein kinase PXC2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZV7]	0.0	0.0	0.0	0.0	29.75	0.0
AT5G01940	NA@eukaryotic translation initiation factor 2B family protein / eIF-2B family protein [Source:TAIR;Acc:AT5G01940]	0.0	0.0	0.0	0.0	0.0	127.24
AT5G01950	NA@Leucine-rich repeat protein kinase family protein [Source:TAIR;Acc:AT5G01950]	0.0	33.31	37.63	0.0	0.0	0.0
AT5G01960	NA@RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8L610]	0.0	60.45	0.0	122.29	0.0	0.0
AT5G01970	NA@Heat-inducible transcription repressor [Source:UniProtKB/TrEMBL;Acc:Q9LZN4]	0.0	0.0	0.0	77.43	0.0	0.0
AT5G01990	PILS6@Protein PIN-LIKES 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZN2]	0.0	0.0	68.83	69.71	0.0	68.56
AT5G02030	BLH9@BEL1-like homeodomain protein 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZM8]	0.0	54.39	0.0	0.0	0.0	0.0
AT5G02040	PRA1A1@PRA1 family protein A1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZM7]	0.0	93.37	0.0	0.0	0.0	0.0
AT5G02050	NA@At5g02050 [Source:UniProtKB/TrEMBL;Acc:Q9LZM6]	0.0	0.0	108.94	111.15	114.49	108.71
AT5G02090	NA@Uncharacterized protein At5g02090/T7H20_140 [Source:UniProtKB/TrEMBL;Acc:Q9LZM2]	142.84	0.0	0.0	144.63	148.4	140.81
AT5G02100	ORP3A@Oxysterol-binding protein-related protein 3A [Source:UniProtKB/Swiss-Prot;Acc:Q9LZM1]	0.0	119.9	66.28	80.58	83.29	0.0
AT5G02160	NA@AT5g02160 [Source:UniProtKB/TrEMBL;Acc:Q9FPH2]	133.39	0.0	0.0	0.0	0.0	0.0
AT5G02170	AVT1E@Amino acid transporter AVT1E [Source:UniProtKB/Swiss-Prot;Acc:Q8LPF4]	0.0	141.1	0.0	0.0	0.0	0.0
AT5G02220	SMR4@Cyclin-dependent protein kinase inhibitor SMR4 [Source:UniProtKB/Swiss-Prot;Acc:Q1JPP8]	0.0	0.0	191.05	0.0	0.0	0.0
